N	F0	PER	d0	v0	collision
3	-2	0.490000	4.422000	63	0
5	-7	0.210000	8.055000	54	0
3	-8	0.730000	8.781000	49	0
10	-6	0.950000	4.872000	39	1
3	-2	0.840000	5.452000	58	0
5	-4	0.560000	4.116000	49	0
8	-7	0.250000	6.796000	73	1
7	-5	0.860000	8.518000	83	1
9	-3	0.320000	4.155000	30	0
9	-3	0.930000	5.672000	69	1
7	-5	0.390000	6.328000	16	0
4	-7	0.630000	8.184000	82	1
6	-6	0.930000	5.276000	47	1
7	-8	0.650000	6.425000	38	1
3	-7	0.610000	7.088000	65	1
5	-4	0.580000	6.156000	19	0
8	-7	0.780000	6.359000	83	1
3	-8	0.150000	8.543000	56	0
5	-1	0.280000	6.164000	72	0
4	-7	0.390000	5.361000	42	0
8	-2	0.850000	6.034000	29	1
10	-2	0.630000	4.707000	67	1
10	-5	0.020000	5.291000	86	1
7	-5	0.570000	4.451000	88	1
9	-6	0.440000	6.623000	21	1
7	-8	0.550000	8.342000	31	1
3	-3	0.000e+000	8.995000	18	0
7	-4	0.720000	7.589000	89	1
7	-3	0.680000	5.764000	36	1
8	-1	0.630000	8.933000	63	0
10	-8	0.110000	5.314000	86	1
6	-1	0.250000	7.949000	22	0
4	-5	0.420000	7.205000	80	0
3	-7	0.880000	5.382000	27	1
6	-1	0.860000	4.470000	21	1
6	-5	0.480000	4.581000	77	1
8	-8	0.940000	5.265000	64	1
9	-2	0.900000	8.403000	11	1
5	-2	0.940000	7.557000	13	1
9	-5	0.240000	4.646000	18	1
4	-2	0.770000	5.383000	53	1
10	-4	0.570000	4.983000	18	1
10	-8	0.970000	5.589000	78	1
5	-8	0.360000	6.177000	17	0
8	-6	0.470000	7.886000	66	1
6	-8	0.580000	7.109000	36	1
8	-6	0.800000	5.744000	67	1
8	-6	0.570000	6.897000	25	0
10	-3	0.880000	6.306000	19	1
3	-4	0.860000	5.389000	53	0
10	-3	0.160000	7.505000	58	1
5	-8	0.300000	7.641000	34	0
5	-2	0.900000	6.835000	43	1
7	-8	0.210000	6.454000	48	0
3	-5	0.280000	6.324000	45	0
5	-3	0.490000	4.939000	76	0
5	-6	0.190000	5.132000	60	0
10	-6	0.710000	5.876000	16	1
8	-7	0.490000	4.523000	53	0
10	-4	0.800000	8.977000	88	1
9	-3	0.100000	8.581000	13	0
4	-6	0.860000	6.114000	33	1
6	-6	0.260000	6.757000	53	0
9	-1	0.850000	5.028000	17	1
5	-3	0.950000	6.690000	25	1
8	-6	0.260000	8.844000	31	0
9	-8	0.890000	8.761000	36	1
9	-7	0.590000	6.494000	61	0
6	-3	0.460000	5.947000	62	0
5	-8	0.220000	6.228000	15	0
7	-5	0.740000	6.926000	49	1
4	-7	0.700000	7.588000	37	1
3	-7	0.090000	5.690000	56	0
4	-8	0.220000	5.822000	32	0
9	-1	0.090000	8.019000	86	1
8	-6	0.740000	8.845000	17	0
8	-3	0.310000	6.247000	14	0
9	-3	0.530000	7.153000	33	1
5	-3	0.160000	7.265000	89	0
7	-4	0.680000	5.519000	85	1
5	-7	0.220000	4.648000	46	0
10	-8	0.250000	5.375000	82	1
6	-3	0.550000	7.451000	46	0
10	-2	0.400000	6.228000	53	1
6	-2	0.790000	6.837000	33	0
4	-5	0.230000	6.563000	53	0
3	-6	0.100000	8.728000	66	0
8	-4	0.810000	7.334000	56	1
3	-8	0.090000	6.034000	55	0
8	-6	0.320000	7.170000	86	0
4	-5	0.440000	4.583000	11	0
9	-7	0.910000	7.769000	38	1
5	-3	0.950000	6.898000	80	1
6	-2	0.760000	6.529000	85	1
6	-4	0.210000	7.176000	32	0
8	-7	0.290000	7.940000	75	0
5	-3	0.010000	6.368000	55	0
5	-6	0.950000	6.119000	36	1
4	-6	0.260000	8.228000	41	0
6	-4	0.720000	6.408000	69	1
10	-8	0.840000	6.529000	44	1
5	-2	0.820000	8.096000	78	1
4	-4	0.040000	4.206000	68	0
10	-1	0.410000	6.383000	41	1
6	-6	0.540000	6.528000	57	1
5	-6	0.170000	6.654000	73	0
3	-2	0.610000	6.394000	54	0
8	-8	0.410000	5.984000	59	0
3	-8	0.130000	6.919000	39	0
5	-5	0.250000	4.512000	14	0
4	-7	0.370000	6.246000	24	0
5	-5	0.330000	6.921000	52	0
6	-7	0.940000	8.672000	22	1
3	-4	0.570000	6.262000	77	0
5	-6	0.780000	4.886000	68	1
3	-5	0.590000	7.000000	73	1
4	-2	0.070000	8.572000	26	0
5	-6	0.850000	7.256000	65	1
10	-5	0.660000	4.382000	30	1
6	-5	0.050000	7.454000	89	0
10	-3	0.550000	7.267000	38	1
4	-3	0.440000	5.361000	58	0
10	-2	0.890000	5.989000	84	1
4	-3	0.870000	7.593000	78	1
3	-3	0.770000	5.697000	58	1
5	-8	0.240000	7.273000	11	0
4	-8	0.270000	7.989000	87	0
5	-6	0.140000	5.162000	60	0
5	-7	0.660000	8.388000	15	0
4	-2	0.850000	6.063000	39	1
7	-2	0.750000	6.687000	18	0
8	-4	0.250000	8.980000	87	0
6	-2	0.790000	7.907000	78	1
7	-7	0.250000	6.111000	66	0
7	-5	0.900000	4.440000	77	1
4	-7	0.850000	7.589000	24	0
7	-4	0.490000	7.739000	80	0
8	-4	0.820000	5.573000	80	1
7	-4	0.100000	4.241000	39	0
10	-7	0.070000	8.120000	21	0
9	-4	0.060000	4.330000	73	1
8	-4	0.340000	7.997000	31	0
8	-7	0.470000	5.428000	36	0
4	-4	0.270000	7.340000	70	0
9	-1	0.650000	7.048000	84	1
7	-3	0.360000	8.136000	34	0
8	-2	0.610000	7.518000	60	0
3	-4	0.990000	7.881000	68	1
8	-5	0.470000	4.455000	62	0
9	-2	0.280000	6.388000	16	0
9	-6	0.130000	7.443000	51	0
7	-3	0.480000	5.996000	87	0
6	-6	0.810000	8.826000	47	0
5	-6	0.240000	6.064000	68	0
7	-6	0.260000	4.276000	23	0
3	-4	0.920000	7.654000	35	1
8	-5	0.400000	6.735000	68	1
10	-2	0.420000	7.465000	64	1
5	-5	0.960000	4.071000	25	1
5	-4	0.270000	6.210000	70	0
7	-6	0.380000	5.424000	40	0
8	-5	0.610000	7.233000	65	1
10	-7	0.810000	4.951000	50	1
9	-7	0.700000	8.042000	69	1
7	-7	0.510000	5.166000	74	1
3	-8	0.880000	7.326000	87	1
9	-1	0.850000	6.393000	80	1
8	-3	0.730000	8.571000	14	0
5	-2	0.210000	4.968000	76	0
8	-7	0.810000	6.662000	46	1
10	-8	0.680000	6.331000	58	1
3	-8	0.580000	6.960000	38	0
8	-3	0.800000	5.580000	69	1
10	-7	0.570000	6.729000	27	1
9	-6	0.880000	6.365000	32	1
4	-8	0.840000	7.011000	19	0
4	-7	0.880000	8.655000	21	0
5	-7	0.930000	5.310000	23	1
7	-6	0.730000	4.904000	28	1
10	-2	0.280000	4.063000	69	1
5	-6	0.170000	4.651000	49	0
6	-6	0.690000	7.888000	84	1
10	-7	0.820000	5.504000	60	1
5	-8	0.800000	7.085000	14	0
9	-4	0.580000	8.271000	52	0
5	-8	0.540000	8.757000	29	0
3	-8	0.740000	8.927000	53	0
3	-2	0.950000	5.051000	83	1
10	-7	0.930000	4.098000	36	1
3	-8	0.910000	5.700000	70	1
10	-1	0.390000	7.277000	24	1
5	-3	0.100000	8.390000	54	0
10	-3	0.040000	8.152000	76	1
8	-7	0.170000	5.768000	11	0
7	-5	0.720000	4.741000	43	1
5	-7	0.670000	7.889000	69	1
10	-2	0.470000	7.480000	34	1
3	-5	0.780000	7.096000	39	0
8	-3	0.000e+000	5.723000	70	0
4	-2	0.370000	5.177000	71	0
3	-4	0.330000	5.847000	59	0
4	-5	0.960000	8.480000	35	1
9	-6	0.440000	7.562000	29	1
9	-8	0.050000	4.283000	39	0
4	-6	0.720000	8.374000	86	1
8	-6	0.610000	8.950000	64	1
8	-2	0.310000	6.656000	49	0
10	-8	0.940000	4.068000	53	1
9	-4	0.830000	7.179000	73	1
9	-3	0.290000	7.825000	60	0
3	-2	0.400000	6.840000	19	0
4	-3	0.030000	4.503000	35	0
6	-4	0.900000	6.663000	88	1
3	-2	0.620000	7.773000	78	0
4	-4	0.840000	6.409000	29	1
4	-8	0.720000	4.478000	48	1
8	-8	0.620000	7.610000	68	0
5	-7	0.600000	6.473000	50	0
5	-1	0.710000	5.717000	60	0
10	-1	0.990000	4.371000	59	1
6	-8	0.930000	6.616000	79	1
4	-7	0.730000	6.229000	45	1
9	-8	0.120000	4.303000	63	0
6	-7	0.380000	6.874000	45	0
7	-8	0.150000	4.640000	37	0
7	-8	0.710000	7.004000	34	0
5	-3	0.210000	4.286000	22	0
3	-7	0.230000	5.016000	58	0
6	-1	0.950000	6.160000	89	1
7	-2	0.080000	8.790000	25	0
7	-6	0.650000	6.164000	62	1
8	-3	0.010000	8.319000	74	0
5	-7	0.470000	6.278000	51	0
10	-3	0.670000	6.466000	75	1
3	-2	0.480000	8.596000	40	0
3	-4	0.690000	4.710000	30	0
10	-2	0.410000	8.341000	21	1
5	-6	0.280000	8.021000	74	0
4	-4	0.390000	7.213000	44	0
5	-6	0.260000	4.379000	56	0
4	-7	0.870000	8.606000	66	1
10	-4	0.760000	4.206000	46	1
5	-4	0.150000	4.773000	64	0
4	-8	0.670000	5.507000	20	0
9	-8	0.720000	7.172000	62	1
3	-5	0.850000	7.286000	78	1
3	-2	0.330000	6.374000	72	0
4	-7	0.050000	4.997000	62	0
4	-5	0.410000	4.655000	75	0
4	-8	0.460000	8.800000	77	0
9	-2	0.330000	8.464000	89	1
6	-5	0.520000	6.160000	73	0
4	-7	0.380000	7.433000	80	0
3	-4	0.240000	7.089000	13	0
3	-2	0.460000	5.739000	44	0
9	-7	0.090000	5.843000	20	0
3	-6	0.360000	5.944000	41	0
9	-4	0.580000	4.563000	32	0
8	-6	0.860000	8.071000	60	1
9	-3	0.230000	5.213000	32	0
8	-1	0.660000	4.766000	82	0
6	-4	0.140000	6.126000	24	0
6	-7	0.230000	6.921000	28	0
9	-7	0.900000	8.680000	45	1
3	-2	0.860000	4.367000	33	0
6	-8	0.170000	6.469000	78	0
8	-4	0.750000	7.248000	81	1
3	-3	0.960000	7.487000	66	1
3	-7	0.840000	5.552000	85	1
8	-8	0.820000	4.648000	39	1
8	-3	0.280000	7.801000	66	0
6	-1	0.910000	5.229000	71	1
9	-8	0.450000	4.361000	32	0
6	-2	0.150000	4.375000	86	0
9	-8	0.240000	5.165000	49	1
3	-7	0.440000	5.378000	33	0
7	-8	0.060000	5.489000	49	0
5	-7	0.040000	4.384000	72	0
6	-3	0.480000	6.621000	13	0
3	-2	0.320000	5.359000	19	0
4	-2	0.460000	8.018000	76	0
5	-8	0.410000	8.659000	63	0
8	-2	0.930000	4.375000	58	1
9	-6	0.800000	6.542000	31	1
3	-1	0.760000	4.721000	18	0
7	-3	0.980000	8.340000	89	1
5	-5	0.440000	6.500000	76	0
9	-8	0.630000	6.702000	60	1
4	-6	0.250000	5.909000	30	0
9	-8	0.200000	4.066000	57	1
10	-4	0.630000	8.789000	38	1
8	-7	0.440000	5.919000	43	0
6	-7	0.160000	4.365000	63	0
7	-6	0.240000	7.601000	65	0
10	-7	0.400000	8.464000	37	1
8	-6	0.700000	5.586000	42	1
5	-4	0.070000	5.241000	15	0
5	-4	0.600000	5.987000	10	0
6	-6	0.710000	5.208000	20	0
10	-6	0.640000	7.431000	81	1
4	-2	0.030000	8.025000	20	0
4	-3	0.900000	5.209000	33	1
3	-7	0.290000	5.778000	52	0
8	-4	0.430000	5.929000	69	1
3	-5	0.450000	4.158000	24	0
10	-2	0.660000	7.765000	54	1
10	-3	0.050000	8.330000	33	0
7	-6	0.450000	6.056000	31	0
5	-5	0.190000	5.421000	57	0
6	-6	0.210000	6.146000	52	0
9	-2	0.890000	7.912000	30	1
4	-4	0.340000	8.554000	17	0
5	-3	0.300000	4.225000	44	0
5	-3	0.820000	4.970000	80	1
8	-3	0.130000	4.573000	85	0
5	-7	0.090000	7.537000	61	0
10	-6	0.020000	4.744000	82	1
5	-6	0.910000	5.368000	21	0
10	-3	0.690000	6.522000	59	1
6	-3	0.090000	4.651000	79	0
6	-5	0.090000	6.949000	28	0
5	-3	0.080000	4.223000	17	0
8	-3	0.110000	7.481000	52	0
9	-6	0.980000	6.924000	14	1
3	-6	0.760000	5.630000	13	0
8	-8	0.480000	4.258000	83	1
6	-3	0.180000	4.442000	27	0
9	-3	0.770000	7.749000	31	1
4	-4	0.140000	4.916000	44	0
9	-5	0.010000	4.604000	57	0
7	-6	0.090000	5.180000	89	0
8	-1	0.570000	4.056000	31	0
5	-7	0.460000	4.451000	40	0
5	-1	0.570000	8.665000	10	0
6	-1	0.360000	4.891000	89	0
7	-5	0.030000	6.623000	26	0
5	-4	0.510000	5.508000	88	1
8	-5	0.140000	8.166000	25	0
3	-7	0.690000	4.603000	56	1
5	-8	0.170000	8.688000	89	0
3	-5	0.680000	6.895000	84	0
5	-6	0.410000	8.022000	35	0
5	-4	0.510000	4.729000	44	0
7	-7	0.210000	7.417000	28	0
7	-4	0.780000	4.812000	26	1
10	-6	0.730000	5.469000	53	1
9	-6	0.120000	8.545000	32	0
7	-6	0.470000	7.111000	28	0
3	-2	0.800000	7.421000	28	0
9	-8	0.010000	8.538000	58	0
4	-1	0.610000	6.649000	11	0
6	-8	0.650000	8.291000	52	0
3	-4	0.090000	5.540000	74	0
10	-5	0.220000	5.709000	10	1
3	-7	0.720000	7.980000	39	0
6	-4	0.430000	4.094000	29	0
7	-6	0.200000	6.870000	22	0
10	-3	0.350000	5.212000	73	1
10	-5	0.070000	8.833000	63	1
8	-8	0.110000	7.980000	25	0
8	-8	0.980000	7.453000	27	1
3	-2	0.440000	8.133000	54	0
5	-8	0.650000	4.224000	44	1
10	-3	0.960000	8.841000	10	1
7	-5	0.670000	7.443000	40	0
8	-2	0.590000	6.254000	54	0
6	-5	0.570000	7.638000	77	1
7	-7	0.030000	5.821000	24	0
5	-2	0.510000	7.211000	47	0
9	-5	0.200000	4.920000	32	0
4	-6	0.050000	5.952000	27	0
7	-2	0.340000	4.651000	26	0
3	-8	0.070000	6.483000	51	0
7	-5	0.210000	6.629000	67	0
10	-6	0.860000	7.487000	39	1
4	-6	0.750000	8.067000	58	1
9	-6	0.640000	8.671000	77	1
4	-2	0.180000	5.305000	39	0
3	-7	0.050000	4.970000	52	0
9	-4	0.690000	5.134000	68	1
8	-2	0.560000	7.297000	81	0
5	-3	0.450000	7.663000	89	0
8	-1	0.560000	6.897000	19	0
9	-7	0.450000	4.785000	67	1
5	-2	0.910000	7.955000	55	1
3	-5	0.210000	5.070000	19	0
9	-1	0.340000	7.674000	75	1
5	-6	0.360000	5.913000	71	0
4	-4	0.480000	5.143000	81	0
9	-3	0.020000	6.794000	42	0
5	-4	0.610000	7.366000	75	1
3	-6	0.820000	8.487000	65	0
8	-5	0.630000	8.103000	30	0
3	-3	0.520000	6.000000	38	0
6	-5	0.740000	4.605000	28	1
6	-2	0.370000	7.250000	85	0
9	-6	0.540000	4.010000	62	1
3	-2	0.440000	7.118000	82	0
7	-7	0.150000	8.245000	32	0
3	-7	0.130000	4.618000	15	0
4	-4	0.270000	7.266000	31	0
10	-6	0.220000	5.403000	18	0
10	-5	0.880000	8.585000	59	1
4	-3	0.360000	5.165000	13	0
3	-4	0.220000	4.830000	25	0
7	-2	0.940000	8.440000	56	1
9	-4	0.890000	6.572000	43	1
4	-4	0.180000	7.782000	82	0
5	-5	0.550000	4.961000	15	0
7	-8	0.240000	7.662000	79	0
6	-6	0.910000	6.053000	11	0
9	-6	0.920000	6.725000	45	1
8	-3	0.050000	6.878000	22	0
10	-2	0.340000	5.378000	89	1
4	-4	0.640000	7.480000	54	0
5	-6	0.100000	8.115000	81	0
5	-3	0.120000	8.831000	36	0
8	-7	0.060000	8.597000	18	0
10	-7	0.010000	4.052000	34	1
3	-6	0.320000	6.149000	38	0
6	-4	0.540000	7.280000	29	0
3	-3	0.880000	8.514000	36	1
9	-7	0.860000	7.609000	69	1
7	-4	0.490000	5.246000	46	0
6	-7	0.230000	4.579000	31	0
8	-3	0.910000	6.382000	49	1
6	-8	0.780000	8.552000	62	0
4	-8	0.210000	8.268000	43	0
10	-2	0.580000	5.458000	56	1
9	-8	0.380000	7.528000	20	1
5	-5	0.910000	5.767000	56	1
7	-8	0.710000	5.376000	21	0
7	-6	0.220000	5.208000	50	0
6	-6	0.280000	7.574000	47	0
9	-2	0.460000	4.342000	65	0
10	-7	0.150000	4.339000	78	1
9	-7	0.050000	4.941000	17	0
5	-4	0.130000	5.512000	89	0
9	-5	0.150000	8.753000	85	1
9	-8	0.590000	5.997000	26	1
10	-6	0.200000	5.220000	36	1
8	-2	0.030000	5.542000	76	0
7	-8	0.810000	6.544000	64	1
7	-8	0.350000	5.664000	65	0
5	-3	0.100000	7.544000	11	0
10	-2	0.030000	7.255000	72	1
6	-2	0.580000	8.908000	34	0
3	-4	0.420000	7.669000	80	0
10	-6	0.640000	8.786000	71	1
7	-5	0.440000	8.360000	35	0
5	-8	0.770000	6.219000	36	1
10	-3	0.570000	5.809000	80	1
9	-1	0.300000	6.966000	31	0
9	-8	0.320000	7.459000	55	1
9	-5	0.950000	7.593000	31	1
4	-7	0.640000	7.791000	56	1
3	-7	0.530000	8.384000	75	0
3	-5	0.250000	7.002000	65	0
6	-2	0.880000	7.142000	41	1
10	-4	0.100000	8.266000	32	1
7	-6	0.840000	7.590000	18	0
10	-8	0.840000	4.913000	47	1
4	-5	0.470000	7.534000	23	0
3	-7	0.430000	5.698000	10	0
3	-5	0.150000	6.813000	40	0
6	-6	0.780000	6.960000	57	0
4	-5	0.720000	6.717000	38	0
10	-5	0.250000	8.303000	79	1
6	-7	0.480000	4.478000	70	1
9	-6	0.520000	6.093000	71	1
5	-3	0.800000	7.276000	70	1
8	-2	0.110000	6.903000	35	0
7	-2	0.560000	7.347000	51	0
7	-8	0.800000	4.186000	37	1
3	-8	0.850000	5.838000	39	1
5	-5	0.830000	7.432000	33	0
6	-1	0.110000	6.095000	31	0
9	-7	0.110000	5.932000	20	0
9	-3	0.870000	8.477000	41	1
9	-7	0.500000	6.104000	57	1
7	-1	0.610000	7.823000	27	0
9	-2	0.020000	6.625000	81	1
8	-6	0.050000	4.895000	77	0
9	-7	0.500000	7.828000	13	0
6	-5	0.790000	6.322000	41	0
10	-5	0.230000	6.079000	22	0
4	-5	0.460000	7.699000	36	0
4	-4	0.420000	8.362000	64	0
7	-6	0.880000	6.529000	51	1
5	-5	0.920000	5.663000	53	1
7	-8	0.230000	5.283000	58	0
6	-6	0.880000	6.150000	69	1
8	-7	0.100000	7.250000	19	0
7	-8	0.050000	5.192000	75	0
4	-3	0.540000	6.622000	59	0
7	-6	0.080000	5.748000	20	0
3	-6	0.560000	4.629000	43	0
7	-4	0.270000	5.741000	33	0
9	-5	0.430000	4.095000	84	1
5	-3	0.380000	7.255000	32	0
3	-5	0.490000	8.950000	81	1
4	-2	0.380000	7.067000	61	0
4	-6	0.760000	4.248000	74	1
10	-4	0.240000	5.828000	28	1
7	-2	0.950000	6.944000	18	1
10	-4	0.410000	5.113000	46	1
4	-8	0.040000	7.733000	61	0
8	-2	0.910000	4.918000	74	1
3	-7	0.780000	4.567000	87	0
8	-1	0.990000	5.669000	77	1
5	-1	0.780000	6.888000	36	0
6	-6	0.650000	6.533000	49	0
7	-5	0.500000	5.300000	16	0
6	-5	0.830000	8.146000	56	1
8	-1	0.460000	5.764000	72	0
6	-6	0.260000	5.172000	66	0
3	-5	0.850000	5.969000	69	1
10	-3	0.830000	7.565000	23	1
5	-3	0.220000	5.640000	82	0
5	-4	0.330000	7.344000	52	0
7	-5	0.850000	8.064000	87	1
4	-8	0.900000	7.239000	49	1
8	-8	0.290000	5.325000	28	0
5	-3	0.420000	5.242000	73	0
8	-2	0.620000	5.464000	18	0
6	-4	0.010000	5.846000	26	0
9	-6	0.010000	5.659000	15	0
10	-3	0.100000	6.252000	87	1
10	-5	0.810000	7.369000	78	1
7	-2	0.790000	8.960000	31	0
4	-8	0.800000	8.766000	61	1
5	-8	0.190000	6.868000	80	0
4	-5	0.210000	7.570000	75	0
9	-6	0.080000	4.752000	48	0
8	-2	0.840000	7.308000	29	1
9	-5	0.030000	5.000000	53	0
7	-2	0.630000	8.109000	85	1
7	-1	0.560000	7.840000	26	0
3	-1	0.390000	5.696000	27	0
6	-3	0.610000	6.808000	57	1
6	-2	0.650000	8.440000	19	0
7	-6	0.090000	8.220000	40	0
3	-5	0.060000	7.065000	62	0
7	-7	0.280000	8.168000	13	0
8	-4	0.430000	6.543000	64	0
3	-1	0.240000	5.947000	58	0
7	-7	0.460000	4.588000	89	1
6	-8	0.820000	4.235000	61	1
7	-5	0.960000	6.878000	78	1
7	-4	0.500000	8.541000	40	0
3	-8	0.330000	8.850000	79	0
5	-5	0.460000	6.485000	56	0
3	-6	0.570000	8.215000	26	0
9	-8	0.290000	4.315000	16	0
6	-3	0.310000	7.344000	40	0
5	-3	0.980000	6.627000	18	1
8	-6	0.280000	6.204000	22	0
8	-5	0.920000	8.671000	68	1
8	-6	0.790000	8.334000	41	1
9	-2	0.070000	4.490000	39	1
7	-4	0.940000	6.683000	12	1
7	-2	0.400000	4.856000	80	0
5	-8	0.640000	6.712000	26	0
6	-7	0.840000	6.911000	10	0
5	-4	0.860000	5.143000	45	1
6	-2	0.080000	8.744000	75	0
5	-1	0.160000	4.516000	78	0
9	-2	0.180000	5.239000	74	1
10	-6	0.700000	5.955000	69	1
4	-8	0.190000	7.578000	63	0
10	-5	0.560000	4.748000	76	1
6	-8	0.370000	6.872000	41	0
7	-2	0.120000	7.111000	33	0
5	-8	0.600000	5.975000	56	0
10	-7	0.800000	8.679000	40	1
7	-6	0.100000	5.790000	85	0
8	-3	0.170000	8.185000	82	0
5	-7	0.130000	8.638000	18	0
3	-1	0.740000	7.859000	28	0
8	-7	0.950000	8.969000	58	1
9	-1	0.410000	4.628000	86	1
8	-3	0.630000	8.239000	76	1
3	-3	0.070000	7.978000	57	0
7	-8	0.780000	4.075000	47	1
6	-8	0.330000	8.257000	49	1
3	-3	0.860000	7.364000	11	0
8	-5	0.080000	5.983000	41	0
10	-2	0.050000	8.988000	18	1
8	-6	0.610000	6.340000	15	0
8	-8	1.000000	6.707000	63	1
4	-2	0.460000	4.896000	10	0
3	-8	0.920000	8.067000	78	1
10	-6	0.890000	4.628000	31	1
9	-3	0.920000	5.354000	67	1
5	-2	0.610000	8.042000	10	0
7	-4	0.720000	4.777000	61	1
4	-7	0.270000	8.925000	22	0
9	-5	0.720000	7.081000	50	1
7	-6	0.850000	4.704000	65	1
8	-6	0.400000	6.360000	67	1
3	-7	0.010000	8.079000	77	0
7	-8	0.140000	8.189000	53	0
4	-2	0.790000	6.560000	24	0
10	-5	0.840000	8.201000	26	1
6	-6	0.460000	8.318000	42	0
5	-3	0.230000	6.102000	35	0
7	-1	0.840000	7.808000	44	0
3	-4	0.920000	6.091000	47	1
9	-5	0.900000	5.179000	81	1
8	-8	0.100000	5.367000	25	0
6	-5	0.060000	8.348000	42	0
10	-7	0.640000	6.611000	45	1
4	-8	0.540000	4.730000	24	0
3	-6	0.490000	5.393000	12	0
5	-8	0.710000	6.487000	42	0
9	-3	0.400000	6.696000	66	1
5	-2	0.100000	6.876000	10	0
5	-2	0.030000	4.116000	31	0
6	-6	0.560000	4.878000	67	1
5	-7	0.190000	5.020000	43	0
6	-4	0.210000	5.693000	38	0
8	-8	0.880000	7.488000	56	1
9	-1	0.250000	7.155000	69	1
10	-6	0.780000	5.411000	64	1
4	-3	0.760000	6.975000	18	0
6	-3	0.800000	8.603000	19	0
4	-3	0.820000	6.840000	55	1
5	-7	0.220000	4.954000	34	0
7	-7	0.650000	7.161000	55	1
6	-2	0.100000	7.819000	82	0
3	-5	0.690000	6.113000	86	1
4	-6	0.670000	5.197000	79	1
9	-6	0.560000	5.808000	59	1
3	-5	0.760000	5.984000	42	0
3	-3	0.480000	4.627000	33	0
7	-8	0.190000	8.224000	24	0
4	-2	0.350000	6.595000	75	0
7	-3	0.720000	8.761000	48	1
9	-2	0.670000	6.921000	75	1
10	-4	0.980000	6.525000	80	1
8	-7	0.290000	8.636000	85	0
4	-6	0.920000	8.561000	50	1
3	-2	0.810000	4.176000	70	1
4	-6	0.200000	4.737000	88	0
4	-8	0.160000	5.437000	36	0
7	-2	0.530000	5.098000	89	0
10	-8	0.270000	4.432000	35	1
6	-4	0.160000	5.039000	14	0
4	-4	0.250000	8.330000	18	0
8	-2	0.700000	8.971000	85	1
7	-3	0.470000	6.757000	77	0
6	-6	0.700000	8.573000	23	0
3	-8	0.550000	7.327000	29	0
9	-2	0.270000	5.960000	60	1
7	-8	0.380000	7.658000	29	0
6	-6	0.620000	7.042000	56	0
6	-5	0.970000	5.761000	62	1
7	-3	0.680000	4.371000	52	1
6	-5	0.140000	7.552000	80	0
8	-4	0.730000	5.835000	43	1
7	-8	0.510000	4.509000	81	1
9	-3	0.470000	5.161000	69	1
9	-6	0.160000	7.835000	12	0
6	-7	0.100000	7.399000	23	0
8	-6	0.690000	8.218000	27	0
6	-2	0.670000	4.579000	89	1
3	-6	0.450000	8.281000	88	0
7	-7	0.170000	4.396000	38	0
10	-3	0.150000	5.786000	21	0
4	-2	0.310000	8.962000	21	0
4	-3	0.680000	8.620000	74	1
3	-2	0.970000	8.204000	39	1
9	-3	0.450000	4.782000	72	1
4	-5	0.330000	4.473000	85	0
3	-7	0.780000	5.119000	33	0
4	-5	0.500000	8.752000	63	0
9	-3	0.960000	6.931000	51	1
8	-4	0.240000	5.594000	89	0
3	-5	0.280000	4.522000	39	0
4	-2	0.920000	7.193000	56	1
10	-6	0.300000	5.255000	75	1
9	-5	0.120000	4.894000	40	0
8	-8	0.370000	4.917000	21	0
6	-4	0.590000	5.876000	81	1
4	-7	0.630000	4.994000	42	1
5	-7	0.030000	5.612000	62	0
7	-7	0.460000	7.827000	42	0
8	-3	0.790000	5.683000	43	1
7	-4	0.160000	7.836000	15	0
5	-7	0.640000	6.719000	78	1
4	-6	0.940000	6.328000	83	1
5	-2	0.830000	6.908000	62	1
6	-7	0.550000	5.534000	13	0
4	-6	0.900000	6.786000	59	1
4	-6	0.790000	4.902000	39	0
8	-2	0.830000	6.522000	40	1
9	-4	0.440000	5.735000	10	1
8	-2	0.550000	4.947000	60	1
10	-7	0.670000	6.684000	30	1
10	-4	0.550000	7.252000	49	1
6	-7	0.450000	7.863000	28	1
3	-7	0.990000	7.012000	70	1
5	-5	0.050000	7.032000	77	0
3	-6	0.580000	5.309000	73	1
7	-6	0.970000	8.393000	12	1
4	-2	0.520000	5.036000	14	0
8	-8	0.470000	5.678000	81	1
10	-7	0.170000	5.905000	66	1
6	-1	0.390000	4.522000	16	0
10	-6	0.650000	4.775000	48	1
5	-7	0.280000	4.918000	25	0
9	-1	0.890000	4.130000	34	1
10	-8	0.190000	8.717000	39	1
9	-5	0.560000	5.881000	11	0
5	-7	0.340000	6.882000	79	0
9	-1	0.960000	6.107000	89	1
4	-4	0.650000	6.320000	74	0
8	-4	0.700000	7.959000	35	0
9	-2	0.590000	8.347000	83	1
4	-5	0.280000	6.050000	67	0
5	-3	0.740000	4.202000	15	0
6	-7	0.520000	5.379000	53	0
7	-8	0.780000	8.159000	45	1
3	-4	0.830000	4.785000	87	1
7	-4	0.720000	5.389000	26	1
10	-7	0.270000	7.051000	68	1
8	-2	0.980000	5.645000	58	1
8	-3	0.850000	5.346000	72	1
9	-8	0.720000	7.502000	84	1
3	-5	0.850000	5.151000	61	1
8	-2	0.830000	4.222000	54	1
8	-2	0.610000	5.396000	13	0
9	-1	0.600000	6.798000	36	0
7	-4	0.960000	6.253000	77	1
9	-4	0.510000	5.396000	39	1
